student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_963f1b14,SUB_COM_354,TCH_436d6439,78.77,51.67,69.68,8,66.71,2025-05-26
STU_963f1b14,SUB_CHE_309,TCH_f87ca65f,75.55,66.77,72.9,4,71.74,2025-09-15
STU_963f1b14,SUB_PHY_616,TCH_665e9d27,84.28,62.23,79.55,7,75.35,2025-08-06
STU_d2307421,SUB_ENG_658,TCH_8c340522,70.42,80.6,97.26,7,82.76,2025-08-23
STU_d2307421,SUB_ART_472,TCH_eae970fc,98.0,56.02,81.97,10,78.66,2025-06-25
STU_d2307421,SUB_MAT_850,TCH_dd51d6cb,98.63,69.27,71.12,9,79.67,2025-04-10
STU_6d9356a5,SUB_MAT_850,TCH_436d6439,61.64,82.58,96.69,10,80.3,2025-09-15
STU_6d9356a5,SUB_ENG_658,TCH_dd1d195f,94.72,70.51,87.64,7,84.29,2025-06-20
STU_6d9356a5,SUB_HIS_394,TCH_eae970fc,53.95,82.32,95.53,10,77.27,2025-06-07
STU_6d9356a5,SUB_COM_354,TCH_436d6439,72.38,54.32,50.48,7,59.06,2025-03-29
STU_674db308,SUB_COM_354,TCH_8c340522,57.78,76.32,62.11,8,65.4,2025-09-30
STU_674db308,SUB_ART_472,TCH_fd00b293,83.64,95.62,56.17,5,78.48,2025-05-20
STU_674db308,SUB_CHE_309,TCH_eae970fc,96.2,93.32,57.11,9,82.21,2025-09-17
STU_674db308,SUB_PHY_616,TCH_e9a5aaeb,73.53,87.51,69.06,7,76.7,2025-08-26
STU_674db308,SUB_BIO_926,TCH_eae970fc,70.09,75.16,69.37,8,71.54,2025-04-15
STU_10ca333b,SUB_PHY_616,TCH_eae970fc,56.8,97.62,58.92,8,71.11,2025-05-18
STU_10ca333b,SUB_CHE_309,TCH_8c340522,52.25,54.07,84.93,9,63.75,2025-03-30
STU_10ca333b,SUB_HIS_394,TCH_11de1b83,94.86,52.2,91.94,6,79.67,2025-04-07
STU_10ca333b,SUB_BIO_926,TCH_fd00b293,67.63,77.45,82.43,8,75.84,2025-10-12
STU_7c6c4f10,SUB_ART_472,TCH_f87ca65f,93.92,86.69,80.43,8,87.01,2025-10-12
STU_7c6c4f10,SUB_PHY_616,TCH_dd1d195f,90.27,98.94,84.13,9,91.11,2025-10-13
STU_7c6c4f10,SUB_CHE_309,TCH_11de1b83,93.39,73.51,82.29,9,83.06,2025-07-13
STU_7c6c4f10,SUB_BIO_926,TCH_dd1d195f,50.14,66.97,67.5,8,61.54,2025-08-27
STU_7c6c4f10,SUB_MAT_850,TCH_f87ca65f,93.8,88.58,64.38,8,82.25,2025-01-17
STU_05adfcbc,SUB_ENG_658,TCH_436d6439,87.35,67.42,71.79,7,75.52,2025-06-04
STU_05adfcbc,SUB_CHE_309,TCH_8c340522,50.75,60.88,56.63,6,56.09,2025-06-07
STU_05adfcbc,SUB_HIS_394,TCH_fd00b293,60.87,75.98,53.14,5,63.33,2025-04-11
STU_0bb1ee64,SUB_ART_472,TCH_11de1b83,91.54,86.25,92.44,8,90.08,2025-10-31
STU_0bb1ee64,SUB_HIS_394,TCH_dd51d6cb,51.1,93.74,57.63,9,67.49,2025-10-03
STU_0bb1ee64,SUB_COM_354,TCH_f87ca65f,57.17,58.18,92.9,8,69.42,2025-11-26
STU_0bb1ee64,SUB_ENG_658,TCH_436d6439,77.82,58.53,72.52,6,69.62,2025-11-10
STU_561ba5fa,SUB_PHY_616,TCH_dd51d6cb,91.37,92.89,91.5,9,91.92,2025-03-23
STU_561ba5fa,SUB_CHE_309,TCH_fd00b293,85.01,95.83,80.94,7,87.26,2025-08-29
STU_561ba5fa,SUB_ENG_658,TCH_fd00b293,88.32,79.73,83.59,10,83.88,2025-10-01
STU_561ba5fa,SUB_BIO_926,TCH_fd00b293,59.01,76.28,88.62,7,74.64,2025-05-07
STU_d035ed89,SUB_BIO_926,TCH_eae970fc,58.94,70.64,83.35,6,70.98,2025-03-27
STU_d035ed89,SUB_MAT_850,TCH_dd1d195f,61.77,85.66,70.32,6,72.58,2025-09-09
STU_d035ed89,SUB_PHY_616,TCH_665e9d27,74.94,77.44,55.35,8,69.24,2025-04-21
STU_d035ed89,SUB_HIS_394,TCH_436d6439,50.67,58.09,96.46,9,68.41,2025-10-13
STU_9863af42,SUB_HIS_394,TCH_dd1d195f,62.26,70.85,56.24,9,63.12,2025-04-22
STU_9863af42,SUB_PHY_616,TCH_436d6439,73.41,91.27,52.68,10,72.45,2025-10-27
STU_9863af42,SUB_MAT_850,TCH_f87ca65f,84.17,67.73,92.86,9,81.59,2025-07-27
STU_9863af42,SUB_ENG_658,TCH_eae970fc,80.94,59.86,98.16,9,79.65,2025-02-21
STU_ec3893c8,SUB_ENG_658,TCH_dd1d195f,83.41,53.14,63.81,10,66.79,2025-04-13
STU_ec3893c8,SUB_PHY_616,TCH_436d6439,81.23,57.99,94.63,6,77.95,2025-02-28
STU_ec3893c8,SUB_ART_472,TCH_f87ca65f,71.33,95.76,78.14,9,81.74,2025-07-01
STU_ec3893c8,SUB_COM_354,TCH_665e9d27,72.2,91.18,73.87,9,79.08,2025-11-06
STU_ec3893c8,SUB_BIO_926,TCH_436d6439,92.94,74.59,79.28,10,82.27,2025-10-02
STU_a1f6af39,SUB_ENG_658,TCH_dd51d6cb,71.46,91.78,70.04,7,77.76,2025-04-13
STU_a1f6af39,SUB_MAT_850,TCH_dd51d6cb,78.1,80.63,72.22,8,76.98,2025-07-31
STU_a1f6af39,SUB_HIS_394,TCH_fd00b293,54.26,98.05,91.86,10,81.39,2025-10-31
STU_081f874d,SUB_HIS_394,TCH_665e9d27,59.58,69.21,96.12,8,74.97,2025-05-31
STU_081f874d,SUB_MAT_850,TCH_436d6439,74.12,64.6,84.77,5,74.5,2025-04-10
STU_081f874d,SUB_PHY_616,TCH_dd51d6cb,93.14,60.75,97.41,7,83.77,2025-06-01
STU_081f874d,SUB_ENG_658,TCH_fd00b293,94.25,70.57,54.41,8,73.08,2025-03-28
STU_1042ca37,SUB_ART_472,TCH_fd00b293,94.25,68.25,70.43,7,77.64,2025-02-20
STU_1042ca37,SUB_MAT_850,TCH_eae970fc,55.61,91.1,51.91,9,66.21,2025-06-26
STU_1042ca37,SUB_PHY_616,TCH_e9a5aaeb,97.88,59.59,84.64,9,80.7,2025-02-06
STU_1042ca37,SUB_CHE_309,TCH_eae970fc,66.39,86.64,77.14,8,76.72,2025-02-05
STU_1042ca37,SUB_COM_354,TCH_eae970fc,53.55,86.91,64.64,9,68.37,2025-04-16
STU_b321acc2,SUB_ART_472,TCH_dd51d6cb,96.5,64.65,79.2,5,80.12,2025-11-25
STU_b321acc2,SUB_ENG_658,TCH_fd00b293,64.3,55.18,77.61,7,65.7,2025-01-24
STU_b321acc2,SUB_MAT_850,TCH_eae970fc,51.88,99.17,57.5,8,69.52,2025-02-20
STU_b321acc2,SUB_PHY_616,TCH_665e9d27,87.25,55.01,66.67,10,69.64,2025-05-23
STU_939c9933,SUB_HIS_394,TCH_436d6439,58.09,85.22,67.93,9,70.41,2025-07-29
STU_939c9933,SUB_BIO_926,TCH_e9a5aaeb,60.36,75.61,89.57,9,75.18,2025-05-04
STU_939c9933,SUB_CHE_309,TCH_dd51d6cb,87.94,81.19,93.49,9,87.54,2025-07-10
STU_5d87de41,SUB_ART_472,TCH_dd1d195f,62.71,66.31,93.77,10,74.26,2025-04-03
STU_5d87de41,SUB_PHY_616,TCH_11de1b83,65.37,70.64,65.98,9,67.33,2025-08-26
STU_5d87de41,SUB_CHE_309,TCH_436d6439,64.52,66.24,91.4,7,74.05,2025-08-04
STU_e12c311a,SUB_BIO_926,TCH_eae970fc,75.22,81.69,51.09,9,69.33,2025-09-08
STU_e12c311a,SUB_ENG_658,TCH_e9a5aaeb,98.06,86.84,81.17,8,88.69,2025-04-10
STU_e12c311a,SUB_CHE_309,TCH_e9a5aaeb,61.08,58.79,68.65,10,62.84,2025-09-27
STU_e12c311a,SUB_COM_354,TCH_eae970fc,79.23,77.04,90.07,7,82.11,2025-08-18
STU_05ccc1ca,SUB_ENG_658,TCH_8c340522,79.47,72.38,68.83,8,73.56,2025-06-03
STU_05ccc1ca,SUB_PHY_616,TCH_dd51d6cb,87.6,63.73,87.51,9,79.61,2025-11-03
STU_05ccc1ca,SUB_HIS_394,TCH_665e9d27,96.61,93.08,89.09,8,92.93,2025-06-23
STU_e6c730a6,SUB_CHE_309,TCH_436d6439,96.73,70.85,93.44,9,87.01,2025-11-01
STU_e6c730a6,SUB_MAT_850,TCH_f87ca65f,56.88,87.86,71.77,9,72.17,2025-11-22
STU_e6c730a6,SUB_BIO_926,TCH_fd00b293,76.83,88.92,66.54,8,77.43,2025-04-26
STU_9f197ec6,SUB_CHE_309,TCH_e9a5aaeb,77.39,57.63,60.23,9,65.08,2025-04-11
STU_9f197ec6,SUB_ENG_658,TCH_e9a5aaeb,72.49,81.26,93.56,9,82.44,2025-07-04
STU_9f197ec6,SUB_MAT_850,TCH_8c340522,63.4,61.98,62.21,8,62.53,2025-10-03
STU_a2234f9d,SUB_COM_354,TCH_fd00b293,62.58,77.5,78.99,9,73.02,2025-04-08
STU_a2234f9d,SUB_HIS_394,TCH_dd51d6cb,59.11,52.71,77.72,9,63.18,2025-03-19
STU_a2234f9d,SUB_ART_472,TCH_dd1d195f,84.32,62.26,99.5,9,82.03,2025-01-06
STU_a2234f9d,SUB_PHY_616,TCH_dd51d6cb,65.96,69.05,53.44,6,62.82,2025-05-18
STU_f7d6fdf9,SUB_CHE_309,TCH_436d6439,96.32,96.45,51.52,7,81.43,2025-05-08
STU_f7d6fdf9,SUB_COM_354,TCH_665e9d27,77.06,96.7,71.32,9,81.69,2025-03-05
STU_f7d6fdf9,SUB_ENG_658,TCH_11de1b83,99.86,78.61,91.86,10,90.11,2025-03-08
STU_f7d6fdf9,SUB_ART_472,TCH_11de1b83,98.89,74.75,78.32,8,83.99,2025-02-28
STU_b6463b44,SUB_PHY_616,TCH_436d6439,77.78,55.94,80.9,8,71.54,2025-08-06
STU_b6463b44,SUB_COM_354,TCH_e9a5aaeb,71.01,83.11,93.9,8,82.67,2025-05-19
STU_b6463b44,SUB_MAT_850,TCH_dd1d195f,62.42,63.01,60.08,9,61.84,2025-09-23
STU_b6463b44,SUB_HIS_394,TCH_8c340522,98.79,53.5,50.86,10,67.72,2025-04-05
STU_11854f2a,SUB_MAT_850,TCH_f87ca65f,61.4,76.24,94.73,8,77.46,2025-06-14
STU_11854f2a,SUB_BIO_926,TCH_436d6439,93.04,65.03,68.53,8,75.53,2025-01-04
STU_11854f2a,SUB_ART_472,TCH_f87ca65f,66.15,56.88,80.58,9,67.87,2025-11-16
STU_11854f2a,SUB_ENG_658,TCH_f87ca65f,78.46,65.1,53.79,9,65.78,2025-01-13
STU_ffe16878,SUB_MAT_850,TCH_436d6439,78.28,97.58,50.99,9,75.62,2025-07-15
STU_ffe16878,SUB_BIO_926,TCH_fd00b293,82.84,61.04,65.54,9,69.81,2025-08-26
STU_ffe16878,SUB_CHE_309,TCH_436d6439,72.37,87.78,71.72,6,77.29,2025-03-13
STU_26c9f35d,SUB_CHE_309,TCH_665e9d27,81.91,81.56,88.19,8,83.89,2025-08-18
STU_26c9f35d,SUB_COM_354,TCH_eae970fc,51.92,54.11,99.98,7,68.67,2025-09-09
STU_26c9f35d,SUB_ENG_658,TCH_436d6439,95.63,74.26,53.22,7,74.37,2025-02-18
STU_26c9f35d,SUB_PHY_616,TCH_fd00b293,51.19,77.75,57.39,8,62.11,2025-01-30
STU_a4d85400,SUB_COM_354,TCH_e9a5aaeb,69.84,81.54,99.42,7,83.6,2025-10-23
STU_a4d85400,SUB_MAT_850,TCH_436d6439,81.03,81.64,92.42,9,85.03,2025-07-06
STU_a4d85400,SUB_PHY_616,TCH_e9a5aaeb,77.38,97.91,87.76,9,87.68,2025-04-13
STU_82ddd58a,SUB_ART_472,TCH_f87ca65f,81.62,84.28,58.1,9,74.67,2025-09-04
STU_82ddd58a,SUB_HIS_394,TCH_436d6439,61.33,65.46,63.88,9,63.56,2025-10-04
STU_82ddd58a,SUB_ENG_658,TCH_8c340522,90.21,95.74,88.13,9,91.36,2025-04-04
STU_82ddd58a,SUB_PHY_616,TCH_11de1b83,96.47,93.16,56.19,8,81.94,2025-06-21
STU_ac2c120e,SUB_ART_472,TCH_dd1d195f,91.06,93.26,90.49,7,91.6,2025-02-12
STU_ac2c120e,SUB_CHE_309,TCH_fd00b293,99.28,51.56,70.11,10,73.65,2025-07-24
STU_ac2c120e,SUB_BIO_926,TCH_fd00b293,75.94,62.04,95.06,6,77.68,2025-02-09
STU_ac2c120e,SUB_PHY_616,TCH_fd00b293,62.91,95.7,85.64,10,81.42,2025-07-25
STU_ac2c120e,SUB_ENG_658,TCH_eae970fc,96.73,90.02,58.22,8,81.66,2025-01-21
STU_b1c0e18b,SUB_ENG_658,TCH_eae970fc,53.04,78.4,77.43,8,69.62,2025-03-19
STU_b1c0e18b,SUB_MAT_850,TCH_dd1d195f,91.36,88.62,96.72,10,92.23,2025-11-09
STU_b1c0e18b,SUB_HIS_394,TCH_436d6439,63.62,65.17,53.66,8,60.82,2025-09-14
STU_f4243076,SUB_COM_354,TCH_436d6439,85.16,75.56,82.26,8,80.99,2025-09-29
STU_f4243076,SUB_BIO_926,TCH_f87ca65f,90.02,59.28,58.79,7,69.36,2025-02-06
STU_f4243076,SUB_ENG_658,TCH_11de1b83,68.67,91.68,56.84,9,72.4,2025-10-23
STU_f4243076,SUB_PHY_616,TCH_eae970fc,52.78,95.38,90.82,10,79.66,2025-10-12
STU_8696b56c,SUB_ART_472,TCH_fd00b293,64.0,93.29,90.77,6,82.69,2025-06-23
STU_8696b56c,SUB_MAT_850,TCH_e9a5aaeb,84.9,76.71,85.84,8,82.48,2025-01-16
STU_8696b56c,SUB_PHY_616,TCH_f87ca65f,64.59,80.12,78.93,8,74.55,2025-07-28
STU_c4677be6,SUB_PHY_616,TCH_dd51d6cb,96.19,56.35,88.85,10,80.46,2025-10-09
STU_c4677be6,SUB_CHE_309,TCH_eae970fc,85.85,88.83,80.45,10,85.04,2025-07-26
STU_c4677be6,SUB_ENG_658,TCH_e9a5aaeb,75.87,62.29,67.62,6,68.59,2025-02-03
STU_c4677be6,SUB_ART_472,TCH_e9a5aaeb,66.4,70.43,59.28,8,65.37,2025-03-16
STU_c4677be6,SUB_MAT_850,TCH_eae970fc,67.98,91.43,82.09,7,80.5,2025-03-17
STU_dcf0713f,SUB_PHY_616,TCH_e9a5aaeb,68.94,68.9,54.21,8,64.02,2025-07-02
STU_dcf0713f,SUB_HIS_394,TCH_dd51d6cb,72.36,50.23,76.61,8,66.4,2025-09-11
STU_dcf0713f,SUB_CHE_309,TCH_11de1b83,99.01,88.1,66.59,10,84.57,2025-02-06
STU_dcf0713f,SUB_ENG_658,TCH_fd00b293,98.73,61.37,50.64,6,70.25,2025-05-19
STU_dcf0713f,SUB_COM_354,TCH_dd51d6cb,54.66,53.49,77.98,9,62.04,2025-06-29
STU_cf02b32e,SUB_CHE_309,TCH_436d6439,95.43,72.61,61.48,9,76.51,2025-06-01
STU_cf02b32e,SUB_ART_472,TCH_dd51d6cb,65.06,76.46,84.18,10,75.23,2025-11-24
STU_cf02b32e,SUB_MAT_850,TCH_fd00b293,91.8,96.78,92.35,8,93.64,2025-10-27
STU_cf02b32e,SUB_COM_354,TCH_665e9d27,59.35,86.85,65.59,9,70.6,2025-06-28
STU_b8a18744,SUB_COM_354,TCH_11de1b83,90.22,85.35,68.25,9,81.27,2025-01-16
STU_b8a18744,SUB_MAT_850,TCH_fd00b293,68.27,73.76,89.97,10,77.33,2025-08-01
STU_b8a18744,SUB_BIO_926,TCH_8c340522,96.68,67.8,53.8,7,72.76,2025-05-12
STU_0baae98e,SUB_BIO_926,TCH_fd00b293,93.95,95.22,93.61,9,94.26,2025-02-09
STU_0baae98e,SUB_CHE_309,TCH_f87ca65f,84.95,90.4,51.47,8,75.61,2025-02-17
STU_0baae98e,SUB_MAT_850,TCH_11de1b83,94.45,65.46,58.63,8,72.85,2025-09-29
STU_0baae98e,SUB_COM_354,TCH_dd1d195f,76.48,66.08,50.96,9,64.51,2025-11-14
STU_553a917f,SUB_COM_354,TCH_436d6439,55.98,98.56,93.23,7,82.59,2025-05-08
STU_553a917f,SUB_ART_472,TCH_436d6439,68.37,59.27,57.18,10,61.61,2025-07-13
STU_553a917f,SUB_MAT_850,TCH_11de1b83,74.49,59.03,91.85,7,75.12,2025-06-27
STU_4b813423,SUB_ENG_658,TCH_fd00b293,94.24,99.83,53.39,9,82.49,2025-09-27
STU_4b813423,SUB_HIS_394,TCH_f87ca65f,68.04,95.39,53.01,7,72.15,2025-06-06
STU_4b813423,SUB_MAT_850,TCH_11de1b83,89.1,93.76,61.74,9,81.53,2025-08-15
STU_4b813423,SUB_PHY_616,TCH_665e9d27,88.98,61.13,71.27,8,73.79,2025-10-11
STU_20b1de2c,SUB_HIS_394,TCH_dd1d195f,83.07,71.15,56.99,8,70.4,2025-01-19
STU_20b1de2c,SUB_PHY_616,TCH_f87ca65f,66.32,61.65,61.72,7,63.23,2025-06-20
STU_20b1de2c,SUB_CHE_309,TCH_f87ca65f,94.36,81.61,66.16,7,80.71,2025-04-03
STU_ce59a169,SUB_BIO_926,TCH_8c340522,69.96,93.22,68.53,8,77.24,2025-10-08
STU_ce59a169,SUB_COM_354,TCH_8c340522,83.33,99.46,92.41,7,91.73,2025-04-21
STU_ce59a169,SUB_CHE_309,TCH_dd51d6cb,56.38,99.07,60.59,8,72.01,2025-08-20
STU_ce59a169,SUB_MAT_850,TCH_665e9d27,68.0,85.95,88.99,9,80.98,2025-11-20
STU_14e68e0a,SUB_PHY_616,TCH_fd00b293,58.76,86.06,97.07,9,80.63,2025-09-03
STU_14e68e0a,SUB_COM_354,TCH_436d6439,61.9,51.55,80.9,6,64.78,2025-06-02
STU_14e68e0a,SUB_MAT_850,TCH_665e9d27,88.96,81.7,50.86,4,73.84,2025-08-29
STU_14e68e0a,SUB_HIS_394,TCH_e9a5aaeb,62.2,61.03,88.92,7,70.72,2025-03-29
STU_c7750e3e,SUB_CHE_309,TCH_8c340522,76.63,96.24,77.33,7,83.4,2025-11-19
STU_c7750e3e,SUB_ART_472,TCH_436d6439,71.43,60.39,96.26,5,76.03,2025-10-31
STU_c7750e3e,SUB_MAT_850,TCH_eae970fc,50.78,86.45,83.02,8,73.42,2025-06-03
STU_d6803d28,SUB_PHY_616,TCH_436d6439,92.44,78.49,54.97,6,75.3,2025-02-05
STU_d6803d28,SUB_COM_354,TCH_8c340522,62.31,96.64,90.79,8,83.25,2025-11-04
STU_d6803d28,SUB_CHE_309,TCH_436d6439,63.65,67.41,60.85,7,63.97,2025-04-21
STU_d6803d28,SUB_ART_472,TCH_dd51d6cb,94.77,69.56,95.95,8,86.76,2025-07-18
STU_f4cf9287,SUB_ART_472,TCH_e9a5aaeb,76.16,88.86,59.65,9,74.89,2025-01-10
STU_f4cf9287,SUB_ENG_658,TCH_dd1d195f,55.77,62.91,64.55,8,61.08,2025-04-15
STU_f4cf9287,SUB_MAT_850,TCH_e9a5aaeb,73.51,88.6,61.9,6,74.67,2025-03-17
STU_f4cf9287,SUB_PHY_616,TCH_fd00b293,66.69,86.0,67.63,7,73.44,2025-11-02
STU_296f8f4c,SUB_COM_354,TCH_dd1d195f,70.01,97.64,64.84,6,77.5,2025-06-19
STU_296f8f4c,SUB_BIO_926,TCH_e9a5aaeb,96.04,87.15,67.08,8,83.42,2025-10-31
STU_296f8f4c,SUB_HIS_394,TCH_e9a5aaeb,56.79,87.42,80.72,8,74.98,2025-08-02
STU_296f8f4c,SUB_MAT_850,TCH_fd00b293,50.07,79.55,71.63,9,67.08,2025-08-06
STU_296f8f4c,SUB_CHE_309,TCH_eae970fc,74.36,57.47,66.76,8,66.2,2025-03-06
STU_47b1d2ac,SUB_COM_354,TCH_665e9d27,68.08,56.34,95.55,8,73.32,2025-10-19
STU_47b1d2ac,SUB_BIO_926,TCH_fd00b293,61.95,50.16,75.03,8,62.38,2025-11-19
STU_47b1d2ac,SUB_ENG_658,TCH_dd1d195f,84.99,65.33,67.93,8,72.75,2025-06-08
STU_47b1d2ac,SUB_PHY_616,TCH_8c340522,64.96,75.61,56.08,9,65.55,2025-04-04
STU_47b1d2ac,SUB_HIS_394,TCH_11de1b83,96.98,93.12,94.99,9,95.03,2025-07-18
STU_27f993e2,SUB_MAT_850,TCH_dd51d6cb,91.41,74.75,50.65,9,72.27,2025-09-27
STU_27f993e2,SUB_HIS_394,TCH_436d6439,95.88,80.52,96.17,9,90.86,2025-10-19
STU_27f993e2,SUB_COM_354,TCH_dd51d6cb,53.81,68.23,69.02,9,63.69,2025-04-30
STU_c88ab123,SUB_MAT_850,TCH_dd51d6cb,77.67,71.54,85.23,9,78.15,2025-01-31
STU_c88ab123,SUB_CHE_309,TCH_f87ca65f,87.1,58.36,68.79,9,71.42,2025-07-02
STU_c88ab123,SUB_ENG_658,TCH_eae970fc,53.02,86.39,65.18,5,68.2,2025-10-28
STU_c88ab123,SUB_BIO_926,TCH_dd51d6cb,59.53,75.44,57.14,7,64.04,2025-05-25
STU_ef892682,SUB_BIO_926,TCH_dd1d195f,86.48,56.3,60.07,7,67.62,2025-09-09
STU_ef892682,SUB_CHE_309,TCH_665e9d27,67.16,57.61,67.77,9,64.18,2025-04-23
STU_ef892682,SUB_PHY_616,TCH_eae970fc,88.58,65.02,59.8,9,71.13,2025-08-01
STU_ef892682,SUB_ART_472,TCH_eae970fc,58.38,78.0,51.81,9,62.73,2025-08-11
STU_a647d635,SUB_CHE_309,TCH_dd51d6cb,51.56,55.39,56.65,7,54.53,2025-03-28
STU_a647d635,SUB_ENG_658,TCH_eae970fc,52.06,62.39,66.99,7,60.48,2025-03-30
STU_a647d635,SUB_ART_472,TCH_dd1d195f,79.01,67.07,56.25,8,67.44,2025-05-07
STU_a647d635,SUB_COM_354,TCH_dd51d6cb,55.49,99.29,77.88,10,77.55,2025-03-19
STU_ff289a22,SUB_PHY_616,TCH_436d6439,60.1,93.8,66.73,7,73.54,2025-07-11
STU_ff289a22,SUB_COM_354,TCH_dd1d195f,81.21,68.61,92.76,10,80.86,2025-07-04
STU_ff289a22,SUB_BIO_926,TCH_dd51d6cb,74.63,52.45,86.64,8,71.24,2025-04-05
STU_ff289a22,SUB_CHE_309,TCH_436d6439,56.12,96.95,55.07,6,69.38,2025-11-04
STU_ff289a22,SUB_ENG_658,TCH_665e9d27,74.37,60.64,85.85,9,73.62,2025-01-20
STU_f6e40664,SUB_ENG_658,TCH_665e9d27,82.18,61.72,51.89,8,65.26,2025-01-12
STU_f6e40664,SUB_BIO_926,TCH_fd00b293,92.53,89.93,69.48,8,83.98,2025-03-22
STU_f6e40664,SUB_ART_472,TCH_dd51d6cb,56.93,95.24,88.51,8,80.23,2025-06-21
STU_f6e40664,SUB_COM_354,TCH_8c340522,93.52,95.9,78.51,8,89.31,2025-07-17
STU_d57dd148,SUB_ART_472,TCH_11de1b83,84.11,59.58,79.71,4,74.47,2025-09-28
STU_d57dd148,SUB_MAT_850,TCH_11de1b83,94.33,78.6,57.22,9,76.72,2025-07-26
STU_d57dd148,SUB_ENG_658,TCH_f87ca65f,94.31,71.77,94.93,9,87.0,2025-05-04
STU_d57dd148,SUB_CHE_309,TCH_dd1d195f,68.11,73.14,78.95,8,73.4,2025-06-04
STU_626e39ab,SUB_HIS_394,TCH_eae970fc,69.71,70.93,97.99,7,79.54,2025-09-11
STU_626e39ab,SUB_PHY_616,TCH_fd00b293,88.71,92.53,66.02,4,82.42,2025-04-12
STU_626e39ab,SUB_ENG_658,TCH_dd51d6cb,56.03,56.93,93.73,9,68.9,2025-11-17
STU_626e39ab,SUB_BIO_926,TCH_665e9d27,96.29,75.71,87.34,9,86.45,2025-05-31
STU_626e39ab,SUB_COM_354,TCH_11de1b83,93.61,92.59,71.36,9,85.85,2025-04-20
STU_d6655040,SUB_ENG_658,TCH_dd1d195f,59.25,91.01,52.43,10,67.56,2025-03-21
STU_d6655040,SUB_PHY_616,TCH_eae970fc,79.97,61.43,84.25,9,75.22,2025-11-11
STU_d6655040,SUB_BIO_926,TCH_eae970fc,98.81,80.47,99.49,6,92.92,2025-02-10
STU_42f4a65c,SUB_CHE_309,TCH_665e9d27,65.69,84.2,61.91,7,70.6,2025-03-21
STU_42f4a65c,SUB_ART_472,TCH_8c340522,85.29,88.43,89.18,9,87.63,2025-02-06
STU_42f4a65c,SUB_HIS_394,TCH_665e9d27,70.72,90.18,81.05,7,80.65,2025-10-22
STU_42f4a65c,SUB_BIO_926,TCH_fd00b293,79.19,95.16,63.27,5,79.21,2025-05-17
STU_42f4a65c,SUB_PHY_616,TCH_eae970fc,83.76,60.06,68.45,9,70.76,2025-01-12
STU_74d3b41c,SUB_COM_354,TCH_11de1b83,66.07,69.82,93.08,8,76.32,2025-06-02
STU_74d3b41c,SUB_ENG_658,TCH_dd1d195f,77.6,78.16,67.81,6,74.52,2025-05-24
STU_74d3b41c,SUB_ART_472,TCH_11de1b83,66.94,66.14,68.89,10,67.32,2025-03-24
STU_c043e1ac,SUB_COM_354,TCH_eae970fc,63.67,56.52,68.04,10,62.74,2025-02-21
STU_c043e1ac,SUB_MAT_850,TCH_dd51d6cb,68.41,62.27,88.25,8,72.98,2025-08-13
STU_c043e1ac,SUB_ART_472,TCH_fd00b293,92.46,99.83,95.05,8,95.78,2025-11-18
STU_c043e1ac,SUB_BIO_926,TCH_8c340522,66.77,77.09,82.59,9,75.48,2025-02-09
STU_c043e1ac,SUB_CHE_309,TCH_fd00b293,84.88,62.27,65.02,8,70.72,2025-11-22
STU_7a7eb3a9,SUB_HIS_394,TCH_dd1d195f,91.37,61.09,59.99,10,70.82,2025-05-15
STU_7a7eb3a9,SUB_PHY_616,TCH_dd1d195f,85.05,88.41,88.89,9,87.45,2025-11-24
STU_7a7eb3a9,SUB_ENG_658,TCH_fd00b293,73.14,76.99,80.79,5,76.97,2025-04-19
STU_7049a326,SUB_PHY_616,TCH_665e9d27,89.77,77.32,88.15,7,85.08,2025-11-14
STU_7049a326,SUB_COM_354,TCH_436d6439,51.14,99.13,66.52,9,72.26,2025-09-12
STU_7049a326,SUB_BIO_926,TCH_dd1d195f,72.57,81.74,87.76,9,80.69,2025-04-07
STU_7049a326,SUB_ENG_658,TCH_fd00b293,68.89,90.22,50.39,7,69.83,2025-06-01
STU_6139df39,SUB_ENG_658,TCH_dd1d195f,93.09,67.62,97.43,8,86.05,2025-09-20
STU_6139df39,SUB_CHE_309,TCH_dd51d6cb,67.31,59.78,55.81,8,60.97,2025-02-02
STU_6139df39,SUB_PHY_616,TCH_fd00b293,65.16,64.29,71.59,8,67.01,2025-01-30
STU_6139df39,SUB_MAT_850,TCH_e9a5aaeb,97.49,90.23,70.73,10,86.15,2025-02-09
STU_f1f0a0ec,SUB_ART_472,TCH_665e9d27,81.97,89.76,81.6,9,84.44,2025-07-28
STU_f1f0a0ec,SUB_MAT_850,TCH_dd51d6cb,60.58,82.29,80.94,9,74.6,2025-01-08
STU_f1f0a0ec,SUB_ENG_658,TCH_8c340522,82.97,59.03,90.59,7,77.53,2025-03-31
STU_f1f0a0ec,SUB_HIS_394,TCH_f87ca65f,54.9,97.56,93.04,6,81.83,2025-11-01
STU_f1f0a0ec,SUB_PHY_616,TCH_eae970fc,65.17,81.88,65.33,8,70.79,2025-09-07
STU_d8813506,SUB_MAT_850,TCH_8c340522,69.82,94.98,98.88,5,87.89,2025-07-09
STU_d8813506,SUB_HIS_394,TCH_e9a5aaeb,71.24,67.8,79.68,7,72.91,2025-01-11
